order_id,order_datetime,customer_id,shipping_address,items_json
ec-2025-10-16-0,2025-10-16T04:33:00,2,"9196 Pearson Mountain
Laurashire, NV 45493","[{'product_id': 2, 'qty': 1}, {'product_id': 31, 'qty': 1}]"
ec-2025-10-16-1,2025-10-16T08:38:00,173,"792 Gould Fort
West Kellyshire, CO 52063","[{'product_id': 46, 'qty': 2}, {'product_id': 28, 'qty': 3}, {'product_id': 49, 'qty': 3}]"
ec-2025-10-16-2,2025-10-16T11:08:00,17,"8069 Patrick Island Apt. 819
East Theresabury, ND 14945","[{'product_id': 47, 'qty': 1}, {'product_id': 21, 'qty': 1}, {'product_id': 46, 'qty': 2}]"
ec-2025-10-16-3,2025-10-16T00:39:00,5,"0994 Shepherd Drive
Davidberg, PW 04811","[{'product_id': 3, 'qty': 1}]"
ec-2025-10-16-4,2025-10-16T23:30:00,138,"00936 Schroeder Glens Suite 620
Morgantown, LA 22798","[{'product_id': 9, 'qty': 1}, {'product_id': 9, 'qty': 1}, {'product_id': 45, 'qty': 2}]"
ec-2025-10-16-5,2025-10-16T01:37:00,4,"78485 Emily Mount Suite 584
South Andrewmouth, MO 68151","[{'product_id': 29, 'qty': 2}]"
ec-2025-10-16-6,2025-10-16T01:18:00,40,"6455 Miller Lodge
Nicolefurt, NE 35942","[{'product_id': 15, 'qty': 2}, {'product_id': 1, 'qty': 1}, {'product_id': 18, 'qty': 1}]"
ec-2025-10-16-7,2025-10-16T23:18:00,37,"227 Smith Key Suite 462
Elizabethport, MS 80604","[{'product_id': 18, 'qty': 2}, {'product_id': 14, 'qty': 3}, {'product_id': 37, 'qty': 2}]"
ec-2025-10-16-8,2025-10-16T19:33:00,37,"7832 Jeffery Ports
Michaeltown, MN 86123","[{'product_id': 2, 'qty': 2}, {'product_id': 39, 'qty': 2}, {'product_id': 26, 'qty': 2}]"
ec-2025-10-16-9,2025-10-16T07:32:00,32,"64391 Cook Port
Carlsonmouth, MI 04453","[{'product_id': 40, 'qty': 1}, {'product_id': 47, 'qty': 2}]"
ec-2025-10-16-10,2025-10-16T23:04:00,79,,"[{'product_id': 1, 'qty': 1}]"
ec-2025-10-16-11,2025-10-16T08:37:00,17,"74883 Rachel Wall
New Kimberlyside, WA 30875","[{'product_id': 7, 'qty': 2}, {'product_id': 28, 'qty': 1}]"
