order_id,order_datetime,customer_id,shipping_address,items_json
ec-2025-10-18-0,2025-10-18T23:24:00,48,"37963 Harrington Viaduct Suite 568
Lake Christopherport, AS 53454","[{'product_id': 29, 'qty': 1}, {'product_id': 24, 'qty': 3}, {'product_id': 26, 'qty': 1}]"
ec-2025-10-18-1,2025-10-18T03:33:00,118,"991 Betty Underpass
Traceyville, FL 79588","[{'product_id': 28, 'qty': 1}]"
ec-2025-10-18-2,2025-10-18T00:48:00,185,"768 Christine Spring
Mariaburgh, PW 46698","[{'product_id': 44, 'qty': 1}, {'product_id': 7, 'qty': 2}]"
ec-2025-10-18-3,2025-10-18T19:56:00,54,"00409 Lawson Flats Suite 057
New Andrewtown, WI 39104","[{'product_id': 3, 'qty': 2}, {'product_id': 30, 'qty': 1}, {'product_id': 11, 'qty': 2}]"
ec-2025-10-18-4,2025-10-18T03:54:00,98,"0556 Alexandra Way Apt. 568
East Zachary, NM 44707","[{'product_id': 36, 'qty': 1}]"
ec-2025-10-18-5,2025-10-18T23:25:00,60,"96064 Williamson Bypass Suite 233
Port Keithhaven, CA 06869","[{'product_id': 5, 'qty': 1}, {'product_id': 48, 'qty': 1}, {'product_id': 25, 'qty': 1}]"
ec-2025-10-18-6,2025-10-18T22:08:00,157,"7999 Wilson Well Suite 310
Nataliechester, WY 42846","[{'product_id': 22, 'qty': 2}]"
ec-2025-10-18-7,2025-10-18T05:26:00,45,"60647 Stanley Flat Apt. 670
East Gilbert, VI 15112","[{'product_id': 4, 'qty': 3}]"
ec-2025-10-18-8,2025-10-18T19:05:00,33,"0804 Weiss Estates
North Jeffrey, MD 69956","[{'product_id': 15, 'qty': 1}, {'product_id': 18, 'qty': 1}, {'product_id': 12, 'qty': 1}]"
ec-2025-10-18-9,2025-10-18T09:45:00,159,"72918 King Locks
Port Pamela, ME 46370","[{'product_id': 48, 'qty': 2}, {'product_id': 35, 'qty': 1}]"
ec-2025-10-18-10,2025-10-18T05:41:00,141,"369 Michael Burg Apt. 862
East Noah, VA 61427","[{'product_id': 26, 'qty': 1}]"
ec-2025-10-18-11,2025-10-18T06:36:00,39,"9712 April Spurs Suite 874
North Brittany, CA 28603","[{'product_id': 34, 'qty': 2}, {'product_id': 2, 'qty': 1}, {'product_id': 6, 'qty': 2}]"
ec-2025-10-18-12,2025-10-18T19:41:00,142,"340 Brandy Fields
Port Davidburgh, IN 37056","[{'product_id': 17, 'qty': 1}, {'product_id': 27, 'qty': 1}]"
ec-2025-10-18-13,2025-10-18T19:47:00,83,"1802 Hernandez Lane Suite 760
South Taylorfurt, VI 63984","[{'product_id': 32, 'qty': 1}, {'product_id': 27, 'qty': 3}]"
ec-2025-10-18-14,2025-10-18T23:38:00,5,"95016 Velasquez Mountains Apt. 016
North Paul, VT 62011","[{'product_id': 29, 'qty': 2}, {'product_id': 10, 'qty': 1}]"
ec-2025-10-18-15,2025-10-18T11:41:00,46,"95321 Morgan Bypass
Harveyfort, SD 79601","[{'product_id': 29, 'qty': 1}]"
