order_id,order_datetime,customer_id,shipping_address,items_json
ec-2025-09-18-0,2025-09-18T07:24:00,35,"Unit 8848 Box 1792
DPO AP 71708","[{'product_id': 25, 'qty': 2}]"
ec-2025-09-18-1,2025-09-18T22:13:00,161,"72376 Rita Valleys Apt. 153
East Christina, MO 78275","[{'product_id': 50, 'qty': 2}, {'product_id': 19, 'qty': 2}, {'product_id': 29, 'qty': 1}]"
ec-2025-09-18-2,2025-09-18T15:09:00,4,"7319 Gonzalez Well Suite 193
West Mary, IA 62636","[{'product_id': 40, 'qty': 1}]"
ec-2025-09-18-3,2025-09-18T10:05:00,194,"534 Maria Flats Suite 335
Jacksonville, MI 40703","[{'product_id': 40, 'qty': 1}, {'product_id': 6, 'qty': 1}, {'product_id': 43, 'qty': 1}]"
ec-2025-09-18-4,2025-09-18T14:21:00,183,"3897 Bell Tunnel
Port Kelsey, VT 70044","[{'product_id': 23, 'qty': 2}]"
ec-2025-09-18-5,2025-09-18T06:02:00,169,"1063 Dillon Square
Staceymouth, PR 43648","[{'product_id': 5, 'qty': 3}, {'product_id': 11, 'qty': 3}]"
ec-2025-09-18-6,2025-09-18T18:54:00,23,"83521 Murphy Corners
West Laurenside, ID 46037","[{'product_id': 21, 'qty': 1}, {'product_id': 43, 'qty': 2}, {'product_id': 5, 'qty': 2}]"
ec-2025-09-18-7,2025-09-18T05:19:00,34,"743 Gallagher Ferry Apt. 484
Lake John, MO 04392","[{'product_id': 8, 'qty': 1}, {'product_id': 26, 'qty': 1}, {'product_id': 29, 'qty': 2}]"
ec-2025-09-18-8,2025-09-18T00:49:00,99,"864 Nelson Prairie Apt. 070
South Michelle, VT 44668","[{'product_id': 41, 'qty': 1}, {'product_id': 9, 'qty': 2}]"
ec-2025-09-18-9,2025-09-18T05:09:00,51,"96631 Tapia Mission
East Tracy, AL 12974","[{'product_id': 35, 'qty': 1}]"
ec-2025-09-18-10,2025-09-18T04:42:00,97,"5396 Katie Mount
Melissaside, AL 42335","[{'product_id': 47, 'qty': 2}, {'product_id': 19, 'qty': 1}, {'product_id': 15, 'qty': 1}]"
ec-2025-09-18-11,2025-09-18T16:59:00,22,"6255 Lopez Ville
South Courtneyhaven, GU 58265","[{'product_id': 39, 'qty': 1}]"
ec-2025-09-18-12,2025-09-18T00:59:00,192,"07101 Perry Mews Suite 468
Stevenhaven, UT 58208","[{'product_id': 50, 'qty': 2}, {'product_id': 16, 'qty': 1}]"
ec-2025-09-18-13,2025-09-18T23:47:00,39,"91879 Seth Burgs Apt. 056
Peterberg, NC 64078","[{'product_id': 45, 'qty': 1}, {'product_id': 5, 'qty': 2}, {'product_id': 23, 'qty': 2}]"
ec-2025-09-18-14,2025-09-18T20:27:00,169,"054 Mcclain Crescent Suite 010
West Kyle, OR 96688","[{'product_id': 25, 'qty': 1}, {'product_id': 31, 'qty': 1}]"
ec-2025-09-18-15,2025-09-18T18:16:00,183,"64405 John Track
Jonesbury, DC 18522","[{'product_id': 43, 'qty': 1}, {'product_id': 32, 'qty': 1}]"
ec-2025-09-18-16,2025-09-18T14:05:00,88,"139 Steven Run Suite 824
Lopezberg, NJ 95734","[{'product_id': 14, 'qty': 2}, {'product_id': 7, 'qty': 1}]"
ec-2025-09-18-17,2025-09-18T03:21:00,71,"82602 Brown Extension Suite 349
Nguyenstad, CA 40264","[{'product_id': 25, 'qty': 2}]"
ec-2025-09-18-18,2025-09-18T14:36:00,101,"07117 Christine Forks Suite 770
Ramirezville, WY 43772","[{'product_id': 29, 'qty': 1}, {'product_id': 15, 'qty': 2}]"
ec-2025-09-18-19,2025-09-18T04:55:00,125,"32374 Manuel Summit
Lisamouth, VI 32828","[{'product_id': 21, 'qty': 1}, {'product_id': 23, 'qty': 2}]"
ec-2025-09-18-20,2025-09-18T08:29:00,126,"43326 Sarah Islands
Loweland, PA 21327","[{'product_id': 44, 'qty': 3}, {'product_id': 26, 'qty': 1}]"
ec-2025-09-18-21,2025-09-18T20:56:00,121,"39867 Teresa Meadow
Lake Steven, OH 35467","[{'product_id': 34, 'qty': 3}, {'product_id': 29, 'qty': 1}]"
ec-2025-09-18-22,2025-09-18T05:27:00,43,"96154 Stephen Lane Suite 403
South Justinport, TN 89646","[{'product_id': 19, 'qty': 1}, {'product_id': 46, 'qty': 1}, {'product_id': 20, 'qty': 2}]"
ec-2025-09-18-23,2025-09-18T13:53:00,161,"769 John Crossroad
Joelbury, AK 58768","[{'product_id': 27, 'qty': 1}]"
ec-2025-09-18-24,2025-09-18T14:17:00,84,"26876 Henry Meadows Apt. 404
Moralesburgh, IA 10202","[{'product_id': 8, 'qty': 1}, {'product_id': 10, 'qty': 2}]"
ec-2025-09-18-25,2025-09-18T14:23:00,197,"5932 Torres Trail
Alejandrohaven, KS 50747","[{'product_id': 27, 'qty': 1}, {'product_id': 46, 'qty': 1}]"
ec-2025-09-18-26,2025-09-18T07:53:00,190,"89621 Andrea Coves Suite 876
Lake Daniel, MN 59606","[{'product_id': 40, 'qty': 2}]"
