order_id,order_datetime,customer_id,shipping_address,items_json
ec-2025-10-10-0,2025-10-10T11:38:00,101,"6728 White Heights
Wrightmouth, NH 29039","[{'product_id': 38, 'qty': 1}]"
ec-2025-10-10-1,2025-10-10T12:42:00,23,"5957 Ashley Turnpike
Lewisborough, ND 39529","[{'product_id': 33, 'qty': 1}]"
ec-2025-10-10-2,2025-10-10T01:12:00,125,"537 Jeffrey Vista Suite 563
West Paul, DC 94610","[{'product_id': 38, 'qty': 2}]"
ec-2025-10-10-3,2025-10-10T11:47:00,6,"0242 Mark Isle Suite 464
Hahnbury, CO 39014","[{'product_id': 15, 'qty': 2}, {'product_id': 47, 'qty': 1}, {'product_id': 17, 'qty': 1}]"
ec-2025-10-10-4,2025-10-10T02:20:00,158,"61811 Franklin View
Stephaniefurt, WV 69045","[{'product_id': 8, 'qty': 1}, {'product_id': 49, 'qty': 3}]"
ec-2025-10-10-5,2025-10-10T10:43:00,92,"74893 Freeman Ridges
Port Larryburgh, MT 18729","[{'product_id': 26, 'qty': 1}]"
ec-2025-10-10-6,2025-10-10T17:34:00,162,"756 Jones Isle
Baileyland, GU 08835","[{'product_id': 27, 'qty': 2}, {'product_id': 16, 'qty': 3}]"
ec-2025-10-10-7,2025-10-10T04:06:00,191,"8098 Jones Squares
Weberfurt, IL 94995","[{'product_id': 43, 'qty': 2}]"
ec-2025-10-10-8,2025-10-10T22:51:00,138,"5294 David Stream
East Misty, ND 76165","[{'product_id': 28, 'qty': 2}, {'product_id': 50, 'qty': 2}, {'product_id': 1, 'qty': 1}]"
ec-2025-10-10-9,2025-10-10T10:40:00,11,"57731 Sharon Valleys
Ericside, VT 52765","[{'product_id': 21, 'qty': 2}]"
ec-2025-10-10-10,2025-10-10T20:43:00,144,"2656 Cooper Station Suite 972
Austinstad, VI 08094","[{'product_id': 23, 'qty': 1}, {'product_id': 29, 'qty': 1}, {'product_id': 30, 'qty': 2}]"
ec-2025-10-10-11,2025-10-10T23:24:00,56,"131 Daniel Landing
Shellyborough, NE 28954","[{'product_id': 2, 'qty': 1}, {'product_id': 33, 'qty': 3}]"
ec-2025-10-10-12,2025-10-10T01:17:00,28,,"[{'product_id': 49, 'qty': 2}, {'product_id': 49, 'qty': 1}]"
ec-2025-10-10-13,2025-10-10T01:42:00,188,"1366 Johnson Drives
Porterside, NE 29880","[{'product_id': 32, 'qty': 2}]"
ec-2025-10-10-14,2025-10-10T17:31:00,135,"20773 Rebecca Causeway
Lake Kathleen, OR 13764","[{'product_id': 35, 'qty': 1}]"
ec-2025-10-10-15,2025-10-10T13:20:00,169,"04239 Tran Trace Suite 682
South Michael, NC 83856","[{'product_id': 36, 'qty': 1}]"
ec-2025-10-10-16,2025-10-10T17:51:00,30,"093 Austin Fords Apt. 744
West Jennifermouth, AL 25809","[{'product_id': 31, 'qty': 1}, {'product_id': 6, 'qty': 1}, {'product_id': 34, 'qty': 2}]"
ec-2025-10-10-17,2025-10-10T14:21:00,153,,"[{'product_id': 41, 'qty': 1}, {'product_id': 3, 'qty': 1}]"
ec-2025-10-10-18,2025-10-10T13:39:00,195,"4855 Lee Squares Suite 591
Port Shannon, AS 12693","[{'product_id': 25, 'qty': 1}]"
ec-2025-10-10-19,2025-10-10T16:20:00,46,"Unit 8307 Box 8472
DPO AA 07342","[{'product_id': 31, 'qty': 3}]"
ec-2025-10-10-20,2025-10-10T05:20:00,1,"42446 Christopher Track Suite 896
Erikaport, GA 84945","[{'product_id': 8, 'qty': 1}, {'product_id': 44, 'qty': 1}, {'product_id': 29, 'qty': 1}]"
ec-2025-10-10-21,2025-10-10T05:16:00,162,"755 Matthew Ports Suite 775
Collinsberg, AR 57618","[{'product_id': 23, 'qty': 1}]"
ec-2025-10-10-22,2025-10-10T17:36:00,58,"9475 Butler Forge Suite 308
Lake Carolchester, UT 85836","[{'product_id': 50, 'qty': 2}, {'product_id': 2, 'qty': 2}, {'product_id': 50, 'qty': 1}]"
ec-2025-10-10-23,2025-10-10T13:39:00,155,"833 Walton Corners Apt. 844
Mccormickfurt, MP 00704","[{'product_id': 49, 'qty': 1}, {'product_id': 37, 'qty': 1}, {'product_id': 24, 'qty': 2}]"
